rank,coconut_id,smiles,xgboost_score,molecular_weight,logP,hbd,hba,rotatable_bonds,tpsa,lipinski_pass,veber_pass,num_aromatic_rings
259,CNP0131942.1,COCCNC1=CC=C(C2=NOC([C@@H]3CCCN3CC3=CC=CO3)=N2)C=N1,0.9107009768486024,369.43,3.12,1,8,8,89.45,True,True,3
260,CNP0217133.1,COC1=CC=C(C(=O)NC2=CC=C(C3=NOC([C@@H]4CCCN4CC4=CC(OC)=C(OC)C(OC)=C4)=N3)C=N2)C=C1,0.9102370142936708,545.6,4.76,1,10,10,121.07,True,True,4
261,CNP0125804.1,OC1=CC=C(/C=C/C2=C3C=CC=C(O)C3=C(O)C(O)=C2CCC2=CC=C(CN[C@@H]3CC[C@H]4CCC[C@]45CC[C@@]46CCC[C@@H]4C=C[C@H](O)[C@H]6[C@]35C3=CNC=N3)C=C2)C=C1O,0.910211443901062,794.01,9.15,8,8,9,162.09,False,False,5
262,CNP0517295.0,CC1=C2OC3=C(C)C=CC(C(=O)NC4C(O)=NC(C(C)C)C(=O)N5CCCC5C(=O)N(C)CC(=O)N(C)C(C(C)C)C(=O)OC4C)=C3N=C2C(C(=O)NC2C(O)=NC(C(C)C)C(=O)N3CC(C)CC3C(=O)N(C)CC(=O)N(C)C(C(C)C)C(=O)OC2C)=C(N)C1=O,0.9101362824440002,1269.46,2.65,5,18,8,366.96,False,False,1
263,CNP0495898.1,CCOC1=CC2=C3C(=C1O)C=CC1=CC[N@@+]4(C)[C@H](O)CC5=C(C2=C(OC[C@@]26C=C[C@H]7C8=CC9=C(C=C8)CC[C@H]8CCCC[C@]98C8=CC(=CC=C8)[C@]89CCCC[C@H]8C=CC8=C(C=CC=C89)C[C@@H](C[C@H]2CC2=CC=C([C@@]89CC[C@@H](CC%10=CC=CC=C%10)[C@@H]8CCC8=CC=CC=C89)C=C2)[C@@H]76)C(OC)=C5)[C@@H]4[C@@H]13,0.9100580811500548,1345.84,20.09,2,5,11,68.15,False,False,8
264,CNP0247109.1,COC1=CC2=C(C=C1O)C1=C[C@H]3C[C@]4(CC[C@@](O)(CN5C(C6=CC=CC(O)=C6)=CC6=C5C=CN6)C4)[C@H]4C[C@@H](O)CC[C@@H]4[C@@H]3[C@H]2CC(=O)C[C@@H]([C@H](O)CC2=CC=C(O)C(OCCO)=C2)OC(=O)CC#CCC2=C1NC1=CC=CC=C21,0.910054624080658,1070.25,8.97,9,13,10,239.95,False,False,7
265,CNP0599069.1,COC1=CC2=C3C(=C1OC[C@@H]1[C@H](CC4=CC=C([C@@]56CC[C@@H](CC7=CC=CC=C7)[C@@H]5CCC5=CC=CC=C56)C=C4)C[C@H]4CC5=CC(=CC=C5)CC5=CC(=CC=C5)[C@@]56CCCC[C@@H]5CCC5=CC=C(C=C56)C[C@@H]41)C1=CC(OCC4CCCC4)=C(O)C4=C1[C@H]1C(=CC[N@+](C)([C@H]31)[C@@H](O)C2)C=C4,0.910034716129303,1283.77,18.87,2,5,12,68.15,False,False,8
266,CNP0015764.1,COCCNC1=CC=C(C2=NOC([C@@H]3CCCN3C3CCN(C)CC3)=N2)C=N1,0.9097782969474792,386.5,2.42,1,8,7,79.55,True,True,2
267,CNP0389959.1,CNCC[C@]1(C)C(=O)[C@H]2C3=C(NC=C3)[C@H]3CC[C@@]2(C3)[C@@]2(C)[C@H]3[C@H](O)[C@@H]4CN5C=C([C@@H]6C(=O)CCC7=C6C=C(C6CCCCC6)C=C7C6(O)CCOCC6)C6=C5C(=CN6)CC[C@@](C)(C[C@@H](O)[C@H]5OC5(C)C)C5=C4[C@](C)(CC5=O)[C@@]3(C)CC3(CCCC3)[C@H]21,0.9094932079315186,1171.62,12.6,6,10,9,182.2,False,False,4
268,CNP0463579.0,CC(C)CC1NC(=O)C(NC(=O)C(CCC(N)=O)NC(=O)C2C=CCN2C)C(C)OC(=O)C(CC(C)C)NC(=O)C(CC2=CC=C(OCl)C=C2)N(C)C(=O)C(CC(C)C)N2C(=O)C(CCC2O)NC1=O,0.9093592166900636,1002.61,0.54,7,13,16,288.21,False,False,1
269,CNP0015988.1,CN1CCC(N2CCC[C@H]2C2=NC(C3=CC=NC(NS(C)(=O)=O)=C3)=NO2)CC1,0.9088589549064636,406.51,1.73,1,8,5,104.46,True,True,2
270,CNP0537342.1,CC(C)NC(=O)N[C@H]1C[C@H]2CN(CC3=CN(C)N=C3)C[C@H](NC(=O)C3CC3)C(=O)N2C1,0.9086158871650696,431.54,-0.19,3,6,6,111.6,True,True,1
271,CNP0571973.1,CN1N=CC=C1CN1C[C@@H]2C[C@H](NS(C)(=O)=O)CN2C(=O)[C@@H]1CNC(=O)C1CC1,0.9086067080497742,424.53,-1.35,2,7,7,116.64,True,True,1
272,CNP0459074.1,C/C=C1\NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H]2CCCN2C(=O)CCC)[C@@H](C)OC(=O)[C@@H]2CCCN2C(=O)CCC)[C@@H](C)OC(=O)[C@H](C(C)C)NC(=O)[C@H](CC2=CC=C(O)C=C2)N(C)C(=O)[C@H](CC(C)C)N2C(=O)[C@H](CC[C@H]2O)NC1=O,0.9084962010383606,1122.33,1.19,7,15,16,319.8,False,False,1
273,CNP0459074.2,C/C=C1/NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)C2CCCN2C(=O)CCC)[C@H](C)OC(=O)C2CCCN2C(=O)CCC)[C@@H](C)OC(=O)[C@H](C(C)C)NC(=O)[C@H](CC2=CC=C(O)C=C2)N(C)C(=O)[C@H](CC(C)C)N2C(=O)[C@H](CC[C@H]2O)NC1=O,0.9084962010383606,1122.33,1.19,7,15,16,319.8,False,False,1
274,CNP0058158.1,COCCNC1=CC=C(C2=NOC([C@@H]3CCCN3CC3=CN(C)C4=CC=CC=C34)=N2)C=N1,0.9081969261169434,432.53,4.02,1,8,8,81.24,True,True,4
275,CNP0528627.1,CC(C)CC1=CC[C@@]2(C)[C@H]3C4(CC[C@@H]2O)C2=C5C[C@]13C=C1C(=C3C=CC=CC3=C[C@H]14)CC1=CC(=CC=C1)C1=CN=C(C=C1)NCCC[C@@H](C1CCCCC1)/C(=C/O)CC[C@@H](C(=O)O)[C@@]13C=C[C@@H]4[C@@H](CC6(CCCC6)[C@]46CC[C@H](CC4=CC=CC=C4)C6)[C@@]5(C[C@H]1O)[C@]3(C)CC2,0.9080108404159546,1259.81,17.98,5,6,6,122.91,False,True,4
276,CNP0308557.1,C/C=C(\C)C(=O)[C@@H](C)/C=C(\C)[C@H]1O[C@@](O)(C(O)(CC)C(=O)N[C@@H]2C(=O)N3NCCC[C@@H]3C(=O)N(O)[C@@H](COC)C(=O)N(C)[C@H](C)C(=O)N3NCCC[C@@H]3C(=O)N[C@H]([C@H](C)O)C(=O)O[C@H]2C(C)C)CC[C@@H]1C,0.908008337020874,1007.19,-0.25,8,17,12,306.25,False,False,0
277,CNP0308557.2,C/C=C(\C)C(=O)[C@@H](C)/C=C(\C)[C@H]1O[C@@](O)([C@@](O)(CC)C(=O)N[C@@H]2C(=O)N3NCCC[C@@H]3C(=O)N(O)[C@@H](COC)C(=O)N(C)[C@H](C)C(=O)N3NCCC[C@@H]3C(=O)N[C@H]([C@H](C)O)C(=O)O[C@H]2C(C)C)CC[C@@H]1C,0.908008337020874,1007.19,-0.25,8,17,12,306.25,False,False,0
278,CNP0091606.1,CNC[C@H]1[C@@H](O)[C@@H](O)C[C@]2(C3CCCCC3)[C@@H]3C(=CC(=O)[C@H]12)[C@]1(O)[C@@H]2C[C@H]([C@@H]4C[C@H]5CCCC6=C5[C@H](C(=C5CCCC7(CCCC7)[C@H]65)C(C)(C)C[C@@H](N5C=CN=C5)CSS[C@@]25CCCC52CCNCC2)[C@H]4O)[C@@]1(CO)C[C@H]3C/N=C(\N)N[C@@H](C)O,0.9079387784004213,1208.77,9.17,10,14,8,230.74,False,False,1
279,CNP0377502.1,CNC[C@H]1[C@@H](O)[C@@H](O)C[C@]2(C3CCCCC3)[C@@H]3C(=CC(=O)[C@H]12)[C@]1(O)[C@@H]2C[C@H]([C@@H]4C[C@H]5CCCC6=C5[C@H](C(=C5CCCC7(CCCC7)[C@H]65)C(C)(C)C[C@@H](N5C=CN=C5)CSS[C@@]25CCC[C@]52CC[C@@H](O)C2)[C@H]4O)[C@@]1(CO)C[C@H]3C/N=C(\N)N[C@@H](C)O,0.9079254269599916,1209.76,9.33,10,14,8,238.94,False,False,1
280,CNP0014121.1,COC1=CC=C(C(=O)NC2=CC=C(C3=NOC([C@@H]4CCCN4CC4=CC=CO4)=N3)C=N2)C=C1,0.907873809337616,445.48,4.32,1,8,7,106.52,True,True,4
281,CNP0026270.1,COC(=O)[C@H]1CCCN1C(=O)[C@@H]1C[C@H](NC(=O)NC2CCCCC2)CN1C(=O)CC(C)(C)C,0.9077804684638976,464.61,2.19,2,5,5,108.05,True,True,0
282,CNP0403513.1,COC1=CC2=C(C3=CC=C(NCCCCCC(=O)N[C@@H](CC(C)C)C4=NN=C5C=CC=CN45)C(=O)C=C3[C@@H](NC(C)=O)CC2)C(OC)=C1OC,0.9075535535812378,684.84,5.78,3,10,15,145.18,False,False,4
283,CNP0522964.1,CC[C@@H]1/N=C(/O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H]2CCCN2C(=O)[C@H](CC2=CC=CC=C2)/N=C(/O)[C@H]([C@H](C)CC)/N=C(\O)[C@H]([C@H](C)CC)NC=C(C(=O)N2CCC[C@H]2C(=O)N[C@H](C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](C)C(=O)N[C@H](C(=O)O)[C@@H](C)CC)[C@@H](C)CC)/N=C(/O)[C@H](CC(C)C)/N=C/1O,0.9072898030281068,1375.68,3.8,13,16,25,452.93,False,False,1
284,CNP0485375.1,CN[C@H]1C2=C3C=CC=C2[C@@H]2CC4(CCCC4)[C@](CC4=CC=NC(N)=C4)(CNC4=N[C@H](N5C=C6C=CNC6=C5)[C@@H]5[C@H](O)N[C@H]6CCCC[C@@H]6C#CC[C@@]67CC8=CC(=C(O)C=C8)O[C@@H]8C[C@@H](C3)C[C@]5(N4)[C@@H]8C#C[C@H]6C=C[C@H]3[C@@H](OC(C)=O)C[C@@H](C4=CC(O)=C(O)C(OCCC5=CC=CN=C5)=C4)O[C@H]37)[C@@H]21,0.9070968627929688,1373.71,11.06,10,18,10,267.91,False,False,7
285,CNP0595559.1,CCOC1=CC2=C3C(=C1O)C=CC1=CC[N@+]4(C)[C@H](C5=C(C=C(OC)C(OC[C@@]67C=C[C@H]8C9=CC%10=C(C=C9)CC[C@H]9CCCC[C@]%109C9=CC(=CC=C9)C9(CCCCC9)C9=CC(=CC=C9)C[C@@H](C[C@H]6CC6=CC=C([C@]9%10CC[C@H](CC%11=CC=CC=C%11)[C@H]9CCC9=CC=CC=C9%10)C=C6)[C@@H]87)=C25)C[C@@H]4O)[C@@H]13,0.9070321321487428,1321.82,19.84,2,5,11,68.15,False,False,8
286,CNP0115409.2,CCC(C)(C)[C@H](NC(=O)[C@H](NC(=O)[C@@H]1CCCN1C(=O)[C@H](NC(=O)[C@@H](C)NC=O)[C@H](O)C1=CC=C(Br)C=C1)C(C)(C)C)C(=O)N[C@H](CC1=CNC2=CC=CC=C12)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@H](CS(=O)(=O)O)C(=O)N[C@@H]1C(=O)N(C)[C@@H](CCC(N)=O)C(=O)N[C@H](C(C)C)C(=O)N2CCC[C@H]2C(=O)N[C@H](CC(=O)O)C(=O)O[C@@H]1C,0.9069861769676208,1726.77,-2.51,18,21,35,610.91,False,False,3
287,CNP0115409.3,CCC(C)(C)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H]1CCCN1C(=O)C(NC(=O)[C@@H](C)NC=O)C(O)C1=CC=C(Br)C=C1)C(C)(C)C)C(=O)N[C@H](CC1=CNC2=CC=CC=C12)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@H](CS(=O)(=O)O)C(=O)N[C@H]1C(=O)N(C)[C@@H](CCC(N)=O)C(=O)N[C@H](C(C)C)C(=O)N2CCC[C@H]2C(=O)N[C@H](CC(=O)O)C(=O)O[C@@H]1C,0.9069861769676208,1726.77,-2.51,18,21,35,610.91,False,False,3
288,CNP0115409.1,CCC(C)(C)[C@H](NC(=O)[C@H](NC(=O)[C@@H]1CCCN1C(=O)C(NC(=O)[C@@H](C)NC=O)C(O)C1=CC=C(Br)C=C1)C(C)(C)C)C(=O)N[C@H](CC1=CNC2=CC=CC=C12)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@H](CS(=O)(=O)O)C(=O)N[C@@H]1C(=O)N(C)[C@@H](CCC(N)=O)C(=O)N[C@H](C(C)C)C(=O)N2CCC[C@H]2C(=O)N[C@H](CC(=O)O)C(=O)O[C@@H]1C,0.9069861769676208,1726.77,-2.51,18,21,35,610.91,False,False,3
